name,market,sectors,price_hoping,price_real,inv_comp,stock_amount,stock_fund,exec_company,listing_date,percent_newstock,percent_invest,percent_personal,percent_lock_up,capital,company_size,profit
로보티즈,코스닥,특수 목적용 기계 제조업,"9,200 ~ 11,300 원","14,000",958.60:1,"1,700,000 주","23,800 (백만원)","미래에셋대우,KTB투자증권",2018.10.26,"신주모집 : 1,700,000 주 (100%)",(65%),(20%),39.80%,"5,625 (백만원)",중소일반,100%
에스퓨얼셀,코스닥,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 &","10,600 ~ 14,000 원","16,500",942.85:1,"1,890,000 주","31,185 (백만원)","한국투자증권,유진투자증권",2018.10.15,"구주매출 : 630,000 주 (33.33%)",(77%),(20%),40.50%,"2,872 (백만원)",중소일반,100%
나우아이비캐피탈,코스닥,기타 금융업,"9,500 ~ 11,000 원","8,500",63.17:1,"2,500,000 주","21,250 (백만원)",신영증권,2018.10.04,"구주매출 : 600,000 주 (24%)",(80%),(20%),0.00%,"47,400 (백만원)",중소일반,9.41%
푸드나무,코스닥,무점포 소매업,"18,700 ~ 22,700 원","24,000",791.08:1,"1,555,810 주","37,339 (백만원)","미래에셋대우,신한금융투자",2018.10.04,"구주매출 : 202,930 주 (13.04%)",(77%),(20%),16.50%,"3,403 (백만원)",중소일반,80.63%
하나제약,거래소,의약품 제조업,"24,500 ~ 28,000 원","26,000",101.50:1,"4,081,460 주","106,118 (백만원)",미래에셋대우,2018.10.02,"신주모집 : 4,081,460 주 (100%)",(60%),(20%),0.10%,"8,100 (백만원)",중소일반,15.77%
크리스에프앤씨,코스닥,봉제의복 제조업,"34,000 ~ 38,200 원","30,000",7.89:1,"3,516,000 주","105,480 (백만원)","KB증권,KTB투자증권",2018.10.01,"구주매출 : 1,758,000 주 (50%)",(69.5%),(20%),0.00%,"11,715 (백만원)",중소일반,-10%
IBKS스팩10호,코스닥,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"4,000,000 주","8,000 (백만원)",아이비케이투자증권,2018.09.21,"신주모집 : 4,000,000 주 (100%)",(80%),(20%),0.00%,433 (백만원),중소일반,5.5%
지티지웰니스,코스닥,의료용 기기 제조업,"9,000 ~ 9,800 원","11,000",946.89:1,"800,000 주","8,800 (백만원)",대신증권,2018.09.21,"신주모집 : 800,000 주 (100%)",(67.5%),(20%),4.22%,"2,826 (백만원)",중소일반,38.64%
우진아이엔에스,거래소,건물설비 설치 공사업,"15,000 ~ 17,000 원","15,000",129.06:1,"2,100,000 주","31,500 (백만원)",신영증권,2018.09.14,"구주매출 : 700,000 주 (33.33%)",(60%),(20%),0.77%,"3,811 (백만원)",중소일반,1%
삼성스팩2호,코스닥,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"6,500,000 주","13,000 (백만원)","삼성증권,신한금융투자",2018.09.13,"신주모집 : 6,500,000 주 (100%)",NaN,NaN,0.00%,755 (백만원),중소일반,1.5%
명성티엔에스,코스닥,특수 목적용 기계 제조업,"16,100 ~ 18,700 원","20,000",745.56:1,"1,600,000 주","32,000 (백만원)",KB증권,2018.09.13,"구주매출 : 600,000 주 (37.5%)",(73.75%),(20%),11.73%,"3,185 (백만원)",중소일반,10%
디지캡,코스닥,소프트웨어 개발 및 공급업,"8,500 ~ 10,500 원","12,000",979.06:1,"584,446 주","7,013 (백만원)",KB증권,2018.09.07,"구주매출 : 224,446 주 (38.4%)",(80%),(20%),4.18%,"1,765 (백만원)",중소일반,10.42%
대신밸런스스팩5호,코스닥,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"3,500,000 주","7,000 (백만원)",대신증권,2018.08.30,"신주모집 : 3,500,000 주 (100%)",(80%),(20%),0.00%,411 (백만원),중소일반,2.5%
액트로,코스닥,특수 목적용 기계 제조업,"20,000 ~ 24,000 원","20,000",132.07:1,"1,200,000 주","24,000 (백만원)",키움증권,2018.08.28,"신주모집 : 1,200,000 주 (100%)",(78%),(20%),1.86%,"2,500 (백만원)",중소일반,3.5%
오파스넷,코스닥,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","8,500 ~ 9,700 원","11,000",861.66:1,"1,008,000 주","11,088 (백만원)",교보증권,2018.08.24,"신주모집 : 1,008,000 주 (100%)",(80%),(20%),14.22%,"2,012 (백만원)",중소일반,63.64%
에이피티씨,코스닥,반도체 제조업,"11,500 ~ 13,000 원","9,000",20.99:1,"2,300,000 주","20,700 (백만원)",대신증권,2018.08.23,"신주모집 : 2,300,000 주 (100%)",(80%),(20%),8.70%,"2,323 (백만원)",중소일반,3.44%
바이오솔루션,코스닥,의료용품 및 기타 의약관련제품 제조업,"24,000 ~ 29,000 원","29,000",174.79:1,"1,500,000 주","43,500 (백만원)",한국투자증권,2018.08.20,"신주모집 : 1,500,000 주 (100%)",(76.7%),(20%),5.04%,"3,829 (백만원)",중소일반,-2.76%
대유,코스닥,"비료, 농약 및 살균, 살충제 제조업","8,900 ~ 10,000 원","9,000",148.39:1,"3,080,000 주","27,720 (백만원)",KB증권,2018.08.10,"구주매출 : 120,000 주 (3.9%)",(80%),(20%),0.00%,"4,526 (백만원)",중소일반,47.22%
신한알파리츠,거래소,부동산 임대 및 공급업,"5,000 ~ 5,000 원","5,000",NaN,"22,800,000 주","114,000 (백만원)",신한금융투자,2018.08.08,"신주모집 : 22,800,000 주 (100%)",NaN,(100%),0.00%,"42,106 (백만원)",중소일반,6.6%
디아이티,코스닥,특수 목적용 기계 제조업,"9,400 ~ 10,400 원","10,000",105.14:1,"3,757,500 주","37,575 (백만원)",삼성증권,2018.08.07,"신주모집 : 3,757,500 주 (100%)",(60%),(20%),6.80%,"1,890 (백만원)",중소일반,5.5%
에스에스알,코스닥,컴퓨터시스템 통합 자문 및 구축 서비스업,"6,600 ~ 7,500 원","9,000",928.44:1,"1,420,000 주","12,780 (백만원)",하나금융투자,2018.08.06,"신주모집 : 1,420,000 주 (100%)",(80%),(20%),41.62%,"2,831 (백만원)",중소일반,100%
휴네시온,코스닥,소프트웨어 개발 및 공급업,"8,700 ~ 10,000 원","10,000",751.89:1,"1,390,530 주","13,905 (백만원)",NH투자증권,2018.08.02,"구주매출 : 200,000 주 (14.38%)",(72.5%),(20%),8.90%,"2,401 (백만원)",중소일반,50%
티웨이항공,거래소,항공 여객 운송업,"14,600 ~ 16,700 원","12,000",23.03:1,"16,000,000 주","192,000 (백만원)","신한금융투자,대신증권,하나금융투자",2018.08.01,"구주매출 : 4,041,807 주 (25.26%)",(60%),(20%),0.00%,"23,487 (백만원)",중소일반,-3.33%
롯데정보통신,거래소,"컴퓨터 프로그래밍, 시스템 통합 및 관리업및 공급업","28,300 ~ 33,800 원","29,800",79.33:1,"4,286,000 주","127,723 (백만원)","미래에셋대우,신한금융투자,케이비증권,하나금융투자",2018.07.27,"신주모집 : 4,286,000 주 (100%)",(60%),(20%),25.90%,"71,430 (백만원)",중소일반,2.52%
한국유니온제약,코스닥,완제 의약품 제조업,"13,500 ~ 16,000 원","18,000",918.99:1,"1,500,000 주","27,000 (백만원)",DB금융투자,2018.07.26,"신주모집 : 1,500,000 주 (100%)",(62.07%),(20%),9.40%,"2,931 (백만원)",중소일반,27.78%
엠코르셋,코스닥,내의 및 잠옷 제조업,"10,100 ~ 11,500 원","11,500",766.05:1,"2,518,500 주","28,963 (백만원)",대신증권,2018.07.23,"구주매출 : 503,700 주 (20%)",(80%),(20%),16.40%,"5,036 (백만원)",중소일반,-3.91%
IBKS스팩9호,코스닥,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"2,500,000 주","5,000 (백만원)",아이비케이투자증권,2018.07.20,"신주모집 : 2,500,000 주 (100%)",(80%),(20%),0.00%,26 (백만원),중소일반,12.5%
올릭스,코스닥,의학 및 약학 연구개발업,"26,000 ~ 30,000 원","36,000",876.72:1,"1,200,000 주","43,200 (백만원)",NH투자증권,2018.07.18,"신주모집 : 1,200,000 주 (100%)",(80%),(20%),74.03%,"3,216 (백만원)",중소일반,100%
아이큐어,코스닥,의약품 제조업,"44,000 ~ 55,000 원","65,000",642.1:1,"1,200,000 주","78,000 (백만원)",키움증권,2018.07.12,"신주모집 : 1,200,000 주 (100%)",(75%),(20%),5.08%,"3,061 (백만원)",중소일반,-10%
에스브이인베스트먼트,코스닥,기타 금융업,"5,600 ~ 6,300 원","7,000",786.73:1,"3,900,000 주","27,300 (백만원)",미래에셋대우,2018.07.06,"신주모집 : 3,900,000 주 (100%)",(80%),(20%),4.70%,"13,308 (백만원)",중소일반,28.57%
이리츠코크렙기업,거래소,부동산 임대 및 공급업,"4,800 ~ 5,200 원","5,000",6.29:1,"15,821,470 주","79,107 (백만원)","NH투자증권,신영증권,이베스트투자증권,KB증권",2018.06.27,"신주모집 : 15,821,470 주 (100%)",(60%),(40%),0.00%,"31,670 (백만원)",중소일반,0.2%
이원다이애그노믹스,코스닥,자연과학 및 공학 연구개발업,"4,700 ~ 5,700 원","6,500",749.79:1,"7,200,000 주","46,800 (백만원)","SK증권,삼성증권,하나금융투자",2018.06.26,"신주모집 : 7,200,000 주 (100%)",(74%),(20%),27.87%,"3,589 (백만원)",중소일반,38.46%
하나금융스팩11호,코스닥,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"4,500,000 주","9,000 (백만원)",하나금융투자,2018.06.08,"신주모집 : 4,500,000 주 (100%)",(80%),(20%),0.00%,90 (백만원),중소일반,0%
파워넷,코스닥,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 &","5,500 ~ 6,500 원","6,500",590.60:1,"3,570,748 주","23,210 (백만원)",DB금융투자,2018.06.07,"구주매출 : 1,785,374 주 (50%)",(73.16%),(20%),7.66%,"12,009 (백만원)",중소일반,55.38%
현대사료,코스닥,동물용 사료 및 조제식품 제조업,"5,700 ~ 6,600 원","6,600",839.16:1,"1,526,180 주","10,073 (백만원)",신한금융투자,2018.06.01,"신주모집 : 1,526,180 주 (100%)",(70%),(20%),31.92%,"3,075 (백만원)",중소일반,100%
세종메디칼,코스닥,의료용 기기 제조업,"10,800 ~ 13,700 원","15,000",836.68:1,"2,030,000 주","30,450 (백만원)",한국투자증권,2018.05.29,"구주매출 : 810,000 주 (39.9%)",(80%),(20%),39.75%,"3,388 (백만원)",중소일반,54%
제노레이,코스닥,의료용 기기 제조업,"17,500 ~ 20,500 원","23,000",907.12:1,"601,942 주","13,845 (백만원)",한국투자증권,2018.05.28,"구주매출 : 146,524 주 (24.34%)",(60%),(20%),32.59%,"2,211 (백만원)",중소일반,99.57%
한국스팩7호,코스닥,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"4,250,000 주","8,500 (백만원)",한국투자증권,2018.05.11,"신주모집 : 4,250,000 주 (100%)",(80%),(20%),0.00%,506 (백만원),중소일반,0%
유안타스팩3호,코스닥,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"3,500,000 주","7,000 (백만원)",유안타증권,2018.05.08,"신주모집 : 3,500,000 주 (100%)",(80%),(20%),0.00%,423 (백만원),중소일반,-1%
제이티씨(JTC),코스닥,종합 소매업,"6,200 ~ 7,600 원","8,500",478:1,"10,534,400 주","89,542 (백만원)",삼성증권,2018.04.06,"구주매출 : 900,000 주 (8.54%)",(80%),(20%),24.17%,- (백만원),중소일반,65.29%
대신밸런스스팩3호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"5,000,000 주","10,000 (백만원)",대신증권,2018.04.04,"신주모집 : 5,000,000 주 (100%)",(80%),(20%),0.00%,551 (백만원),중소일반,0.25%
케어랩스,코스닥,소프트웨어 개발 및 공급업,"15,000 ~ 18,000 원","20,000",934.42:1,"1,300,000 주","26,000 (백만원)",한국투자증권,2018.03.28,"신주모집 : 1,300,000 주 (100%)",(60%),(20%),40.19%,"2,988 (백만원)",중소일반,100%
애경산업,거래소,기타 화학제품 제조업,"29,100 ~ 34,100 원","29,100",24.30:1,"6,800,000 주","197,880 (백만원)","대신증권,NH투자증권,신한금융투자,하나금융투자",2018.03.22,"구주매출 : 2,000,000 주 (29.41%)",(60%),(20%),8.51%,"26,122 (백만원)",중소일반,-3.78%
에코마이스터,코스닥,"해체, 선별 및 원료 재생업","6,000 ~ 8,500 원","5,200",15.54:1,"1,340,000 주","6,968 (백만원)","대신증권,한화투자증권",2018.03.15,"구주매출 : 340,000 주 (25.37%)",(78.5%),(20%),0.00%,"5,394 (백만원)",중소일반,34.62%
린드먼아시아인베스트먼트,코스닥,기타 금융업,"5,000 ~ 5,500 원","6,500",640.8:1,"3,398,058 주","22,087 (백만원)",키움증권,2018.03.14,"신주모집 : 3,398,058 주 (100%)",(80%),(20%),27.40%,"6,750 (백만원)",중소일반,100%
오스테오닉,코스닥,의료용 기기 제조업,"5,800 ~ 7,500 원","7,700",442:1,"1,200,000 주","9,240 (백만원)",키움증권㈜,2018.02.22,"신주모집 : 1,200,000 주 (100%)",(60%),(20%),1.70%,"3,227 (백만원)",중소일반,100%
엔지켐생명과학,코스닥,기초 의약물질 및 생물학적 제제 제조업,"45,000 ~ 70,000 원","56,000",258.68:1,"770,000 주","43,120 (백만원)",한국투자증권,2018.02.21,"신주모집 : 770,000 주 (100%)",(72.3%),(20%),13.25%,"3,811 (백만원)",중소일반,55.36%
동구바이오제약,코스닥,완제 의약품 제조업,"12,000 ~ 14,500 원","16,000",727.70:1,"2,069,120 주","33,106 (백만원)",NH투자증권,2018.02.13,"구주매출 : 150,000 주 (7.25%)",(60%),(20%),53.41%,"4,802 (백만원)",중소일반,100%
알리코제약,코스닥,의료용품 및 기타 의약 관련제품 제조업,"10,000 ~ 13,000 원","12,000",389.27:1,"2,350,000 주","28,200 (백만원)",아이비케이투자증권,2018.02.12,"신주모집 : 2,350,000 주 (100%)",(70%),(20%),9.38%,"4,421 (백만원)",중소일반,50.83%
아시아종묘,코스닥,작물 재배업,"4,200 ~ 5,200 원","4,500",239.52:1,"1,000,000 주","4,500 (백만원)","대신증권,KTB증권",2018.02.12,"신주모집 : 1,000,000 주 (100%)",(80%),(20%),4.39%,"4,607 (백만원)",중소일반,0.44%
카페24,코스닥,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서&","43,000 ~ 57,000 원","57,000",672.71:1,"900,000 주","51,300 (백만원)","미래에셋대우,유안타증권,한화투자증권",2018.02.08,"신주모집 : 900,000 주 (100%)",(80%),(20%),42.90%,"4,429 (백만원)",중소일반,48.25%
링크제니시스,코스닥,소프트웨어 개발 및 공급업,"22,000 ~ 25,000 원","30,000",754.60:1,"300,000 주","9,000 (백만원)",하나금융투자,2018.02.05,"구주매출 : 300,000 주 (100%)",(80%),(20%),35.90%,213 (백만원),중소일반,76.67%
배럴,코스닥,봉제의복 제조업,"8,000 ~ 9,500 원","9,500",298.48:1,"1,710,000 주","16,245 (백만원)",하나금융투자,2018.02.01,"신주모집 : 1,710,000 주 (100%)",(78.79%),(21.21%),9.06%,"3,607 (백만원)",중소일반,9.47%
에스지이,코스닥,기타 비금속 광물제품 제조업,"6,300 ~ 7,200 원","6,000",17.03:1,"3,132,530 주","18,795 (백만원)","대신증권,KTB투자증권",2018.01.26,"구주매출 : 626,506 주 (20%)",(72%),(20%),0.00%,"1,250 (백만원)",중소일반,-10%
씨앤지하이테크,코스닥,특수 목적용 기계 제조업,"16,000 ~ 20,000 원","16,000",249.23:1,"1,288,000 주","20,608 (백만원)",신한금융투자,2018.01.25,"신주모집 : 1,288,000 주 (100%)",(62.1%),(20%),0.00%,"2,101 (백만원)",중소일반,16.25%
시스웍,코스닥,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업","3,300 ~ 3,900 원","2,800",78.86:1,"4,468,543 주","12,512 (백만원)",하나금융투자,2017.12.26,"신주모집 : 4,468,543 주 (100%)",(70.02%),(20%),0.44%,"1,800 (백만원)",중소일반,36.07%
한국스팩6호,코스닥,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"4,000,000 주","8,000 (백만원)",한국투자증권,2017.12.21,"신주모집 : 4,000,000 주 (100%)",(80%),(20%),0.00%,451 (백만원),중소일반,-1.75%
디바이스이엔지,코스닥,반도체 제조용 기계 제조업,"15,500 ~ 17,500 원","12,000",11.40:1,"1,750,000 주","21,000 (백만원)",한국투자증권,2017.12.20,"구주매출 : 150,000 주 (8.57%)",(80%),(20%),0.00%,"3,391 (백만원)",중소일반,-10%
동부스팩5호,코스닥,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"4,000,000 주","8,000 (백만원)",DB금융투자,2017.12.12,"신주모집 : 4,000,000 주 (100%)",(80%),(20%),0.00%,484 (백만원),중소일반,0.5%
동양피스톤,거래소,자동차 엔진용 부품 제조업,"5,700 ~ 7,300 원","5,700",62.80:1,"3,300,000 주","18,810 (백만원)","아이비케이투자증권,대신증권",2017.12.08,"신주모집 : 3,300,000 주 (100%)",(60%),(20%),0.00%,"6,584 (백만원)",중소일반,-10%
진에어,거래소,항공 여객 운송업,"26,800 ~ 31,800 원","31,800",274.55:1,"12,000,000 주","381,600 (백만원)","미래에셋대우,삼성증권,케이비증권,한국투자증권,NH투자증권",2017.12.08,"구주매출 : 9,000,000 주 (75%)",(60%),(20%),7.30%,"30,000 (백만원)",중소일반,0%
씨티케이코스메틱스,코스닥,기타 화학제품 제조업,"46,000 ~ 55,000 원","55,000",188.65:1,"2,000,000 주","110,000 (백만원)","미래에셋대우,신영증권",2017.12.07,"신주모집 : 2,000,000 주 (100%)",(79.6%),(20.4%),6.60%,"5,061 (백만원)",중소일반,-10%
메카로,코스닥,기타 화학제품 제조업유사 반도체소자 제조업,"25,000 ~ 30,000 원","33,000",719.26:1,"2,000,000 주","66,000 (백만원)",한국투자증권,2017.12.06,"신주모집 : 2,000,000 주 (100%)",(80%),(20%),42.07%,"4,917 (백만원)",중소일반,30.3%
에스트래픽,코스닥,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","8,000 ~ 10,000 원","10,000",605.02:1,"2,130,000 주","21,300 (백만원)",미래에셋대우,2017.12.05,"신주모집 : 2,130,000 주 (100%)",(73%),(20%),13.40%,"5,725 (백만원)",중소일반,100%
체리부로,코스닥,"도축, 육류 가공 및 저장 처리업","4,300 ~ 4,700 원","4,700",265.38:1,"6,151,897 주","28,914 (백만원)","미래에셋대우,케이비증권,케이티비투자증권",2017.12.04,"구주매출 : 1,998,725 주 (32.49%)",(80%),(20%),0.40%,"13,936 (백만원)",중소일반,6.81%
대원,코스닥,건물 건설업,"13,000 ~ 15,000 원","15,000",247.25:1,"2,000,000 주","30,000 (백만원)","신한금융투자,미래에셋대우",2017.12.01,"구주매출 : 1,000,000 주 (50%)",(70%),(20%),0.20%,"5,525 (백만원)",중소일반,6.67%
비즈니스온커뮤니케이션,코스닥,소프트웨어 개발 및 공급업,"8,100 ~ 9,000 원","9,000",513.97:1,"1,898,000 주","17,082 (백만원)",케이비증권,2017.11.30,"신주모집 : 1,898,000 주 (100%)",(79.73%),(20%),14.90%,"4,772 (백만원)",중소일반,87.78%
삼양패키징,거래소,플라스틱제품 제조업,"26,000 ~ 30,000 원","26,000",16.73:1,"4,595,450 주","119,482 (백만원)",한국투자증권,2017.11.29,"구주매출 : 4,595,450 주 (100%)",(60%),(20%),0.36%,"71,049 (백만원)",중소일반,-0.96%
한화에이스스팩4호,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"3,150,000 주","6,300 (백만원)",한화투자증권,2017.11.27,"신주모집 : 3,150,000 주 (100%)",(80%),(20%),0.00%,349 (백만원),중소일반,0.5%
스튜디오드래곤,코스닥,"영화, 비디오물, 방송프로그램 제작 및 배급업","30,900 ~ 35,000 원","35,000",536.68:1,"6,000,000 주","210,000 (백만원)","미래에셋대우,하나금융투자",2017.11.24,"신주모집 : 6,000,000 주 (100%)",(78%),(20%),27.20%,"14,018 (백만원)",중소일반,58%
IBKS스팩7호,코스닥,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"3,500,000 주","7,000 (백만원)",아이비케이투자증권,2017.11.10,"신주모집 : 3,500,000 주 (100%)",(80%),(20%),0.00%,365 (백만원),중소일반,1.5%
